num_of_files,total_lines,mod_lines,label,insertions,deletions
5,349,320,None,316,4
6,349,211,None,132,79
6,349,285,None,272,13
1,0,2,None,1,1
1,0,2,None,1,1
6,0,1278,None,669,278
10,43,777,bug,776,1
2,0,148,None,1,147
2,0,149,None,146,0
2,0,102,None,6,0
1,0,21,None,9,12
2,0,150,None,25,114
2,0,54,None,48,0
3,0,54,None,50,0
4,0,184,None,121,50
1,0,119,None,117,2
3,0,129,None,67,52
4,0,180,None,160,6
4,0,86,None,72,2
22,125,876,None,602,135
1,0,10,None,10,0
1,0,2,None,1,1
1,0,2,None,1,1
1,0,2,None,1,1
2,200,4,None,2,2
13,125,644,non-bug,412,93
2,200,4,None,2,2
1,0,2,None,1,1
1,139,8,None,4,4
2,4221,9,None,8,1
4,99,169,None,141,7
8,125,464,non-bug,262,84
4,350,12,None,8,4
1,4324,202,None,168,34
3,0,74,None,60,2
2,0,107,None,1,105
1,0,101,None,0,0
1,0,54,None,0,0
4,0,616,None,9,133
1,0,186,None,0,0
1,0,8,None,8,0
1,0,2,None,1,1
1,0,2,None,1,1
2,0,606,None,0,132
12,179,744,None,469,275
2,238,279,None,279,0
1,0,2,None,1,1
1,0,68,None,0,0
3,0,119,None,92,27
5,0,113,None,69,44
2,179,8,None,4,4
1,0,244,None,111,133
4,0,16,None,6,10
2,0,25,None,7,18
1,0,76,None,41,35
1,0,70,None,43,27
2,230,47,None,22,25
4,348,23,None,10,13
1,4223,62,None,31,31
1,0,67,None,65,2
2,232,265,None,265,0
2,377,184,None,144,40
2,377,184,None,144,40
2,0,84,None,83,1
1,0,52,None,13,39
2,0,606,None,0,132
3,320,361,None,330,31
1,256,135,None,132,3
2,320,45,None,15,30
2,377,184,None,144,40
2,325,53,None,53,0
2,340,161,None,159,2
2,299,71,None,71,0
1,258,21,None,21,0
1,237,38,None,25,13
1,256,57,None,52,5
1,209,42,None,41,1
1,169,2,None,2,0
1,167,40,None,40,0
1,0,9,None,9,0
1,0,2,None,1,1
1,0,2,None,1,1
4,0,241,None,81,0
4,0,241,None,81,0
2,212,237,None,237,0
2,212,237,None,237,0
2,225,250,None,250,0
8,298,90,non-bug,24,59
18,24,2593,None,2576,12
8,0,125,None,122,3
5,0,279,None,150,129
1,0,13,None,1,12
1,0,20,None,20,0
2,0,33,None,25,8
2,0,10,None,5,0
2,0,598,None,127,0
1,4112,16,None,16,0
2,212,221,None,221,0
1,0,96,None,50,46
1,225,7,non-bug,3,4
2,0,35,None,24,11
1,0,40,None,24,16
10,24,115,None,61,54
2,600,65,non-bug,22,43
1,4112,25,None,25,0
1,226,104,None,87,17
1,156,156,None,156,0
7,298,25,None,2,16
1,0,158,None,158,0
2,0,8,non-bug,6,2
13,657,960,None,710,17
1,0,15,None,15,0
1,0,2,None,1,1
1,0,2,None,1,1
1,0,2,None,1,1
4,66,4087,None,10,3995
8,657,847,None,680,2
4,262,96,None,14,14
2,262,20,None,10,10
2,146,14,None,1,13
1,0,12,None,3,9
163,40,20926,None,11819,7189
4,158,318,None,285,33
2,0,97,None,65,32
2,0,25,None,22,3
2,0,94,None,65,29
1,0,42,None,42,0
6,24,77,None,77,0
3,158,253,None,251,2
3,158,253,None,251,2
2,926,65,None,34,31
2,926,65,non-bug,34,31
1,4047,16,None,16,0
4,262,76,None,4,4
2,294,132,None,112,20
6,657,620,None,79,541
7,0,134,None,76,58
3,185,286,None,214,26
3,188,270,None,224,0
3,250,330,None,284,0
8,0,831,None,162,198
3,312,363,None,336,0
1,148,70,None,66,4
8,86,172,None,171,1
4,0,234,None,140,94
1,0,14,None,6,8
1,0,89,None,54,35
2,0,49,None,18,31
1,3904,15,None,9,6
1,3899,24,None,11,13
4,185,287,None,214,0
4,250,354,None,281,0
26,40,3110,None,2318,71
4,188,292,None,219,0
2,0,45,None,0,0
2,0,45,None,0,0
6,0,516,None,0,0
6,0,516,None,0,0
5,40,373,None,328,0
5,40,373,None,328,0
14,145,1687,non-bug,1266,114
1,0,24,None,0,0
2,3783,282,None,247,32
1,3568,2,None,1,1
2,3568,245,None,209,3
3,650,287,None,221,7
4,694,366,None,223,5
8,145,385,None,317,18
1,0,8,None,4,4
1,0,8,None,4,4
1,0,7,None,7,0
2,0,43,None,35,8
1,2631,30,None,30,0
2,193,222,None,222,0
4,165,493,None,453,0
1,2566,8,None,4,4
2,190,229,None,226,3
4,40,119,None,73,0
1,2512,2,None,0,2
1,2514,32,None,32,0
2,193,222,None,222,0
3,165,237,bug,237,0
1,164,22,None,22,0
2,142,179,None,179,0
2,2497,55,None,15,0
1,0,34,None,0,0
1,0,34,None,0,0
1,0,9,None,9,0
1,0,2,None,1,1
1,0,2,None,1,1
1,114,50,None,48,2
1,114,50,None,48,2
1,0,183,None,181,2
11,345,242,None,146,56
2,0,410,None,410,0
1,0,2,None,1,1
1,0,2,None,1,1
8,345,141,None,125,15
2,2482,99,non-bug,20,40
2,2482,99,non-bug,20,40
1,0,567,None,563,4
1,0,12,None,6,6
1,0,28,None,16,12
3,345,4,None,0,3
155,337,18336,None,9807,6886
1,0,207,None,194,13
2,0,456,None,450,6
2,0,37,None,35,0
1,0,36,None,36,0
1,0,10,None,10,0
1,0,2,None,1,1
1,0,2,None,1,1
1,0,2,None,1,1
8,27,2326,None,1647,679
4,663,72,None,37,35
2,663,26,None,13,13
1,663,27,None,14,13
2,601,21,None,10,11
4,662,1157,None,704,453
8,27,2716,None,1715,1001
1,2289,17,None,8,9
2,601,4,None,2,2
2,0,955,non-bug,1,482
2,0,955,non-bug,1,482
3,601,341,None,47,280
3,601,341,None,47,280
2,0,30,None,30,0
19,926,522,None,197,325
19,926,522,non-bug,197,325
2,0,30,None,30,0
84,337,2550,None,1369,990
69,25,332,None,152,152
1,0,18,None,15,3
61,25,627,None,311,285
93,337,2315,None,1236,895
1,0,2,None,1,1
1,0,2,None,1,1
1,0,3,non-bug,1,2
21,226,334,None,168,156
4,240,28,None,14,14
1,0,2,None,1,1
1,0,2,None,1,1
1,0,4,None,4,0
1,0,2,None,1,1
1,0,2,None,1,1
1,0,3,None,1,2
11,0,236,None,131,105
3,0,4,None,2,2
1,0,6,None,3,3
11,0,230,None,128,102
2,2283,112,None,2,2
2,88,38,None,19,19
23,182,156,None,78,78
1,122,2,None,1,1
8,537,61,None,25,25
16,926,360,None,243,117
2,2242,16,None,8,8
4,928,459,None,312,48
3,928,369,None,310,47
1,0,3,None,2,1
1,0,99,None,0,0
5,226,84,non-bug,29,45
1,224,25,None,7,18
1,567,4,None,2,2
1,0,10,non-bug,0,0
1,379,16,non-bug,7,9
1,226,29,non-bug,13,16
2,42,5,None,2,3
3,2049,46,None,24,22
2,42,5,None,2,3
60,27,1023,None,483,488
3,337,20,None,10,10
4,337,40,None,20,20
18,337,124,None,57,53
21,337,152,None,71,77
25,344,148,None,51,95
1,0,2,None,1,1
1,0,4,None,4,0
1,0,2,None,1,1
1,0,2,None,1,1
4,0,114,None,106,8
4,0,114,non-bug,106,8
1,0,45,None,45,0
1,0,10,None,4,6
1,0,4,None,1,3
1,0,6,None,6,0
1,0,2,None,1,1
1,0,2,None,1,1
1,0,5,None,3,2
1,0,2,None,1,1
1,0,2,None,1,1
1,0,2,None,1,1
1,0,2,None,2,0
1,0,2,None,1,1
32,25,351,None,254,47
1,0,10,non-bug,4,6
1,229,2,None,2,0
15,25,226,None,180,0
3,0,49,None,47,2
11,91,52,None,17,31
4,153,12,None,4,8
56,395,7538,None,1909,5021
9,0,477,None,344,133
9,0,477,None,344,133
1,0,1,None,1,0
4,395,94,None,10,84
1,2054,61,None,6,55
3,395,33,None,4,29
29,10,3402,non-bug,699,2095
3,0,6,None,6,0
5,2103,55,None,41,14
3,190,13,None,4,9
1,0,4,None,4,0
1,2103,38,None,33,5
1,0,28,non-bug,0,0
3,2075,1062,None,1,525
4,155,1812,None,331,1481
1,0,2,None,1,1
5,37,346,None,346,0
3,97,167,None,6,117
6,10,20,None,15,5
1,0,23,None,0,23
3,404,217,None,0,217
2,133,21,None,1,20
2,0,67,None,1,66
2,0,174,None,7,167
4,0,302,None,0,302
6,0,911,None,653,258
9,349,1576,None,57,1519
1,0,61,None,59,2
1,0,61,None,59,2
1,0,1,None,1,0
1,0,22,None,22,0
1,0,2,None,1,1
1,113,4,None,2,2
1,113,4,None,2,2
1,0,2,None,1,1
4,113,211,None,210,1
6,113,36,None,5,17
2,0,11,None,8,3
4,111,88,None,66,22
1,0,1,None,1,0
1,89,49,None,9,40
1,120,66,None,66,0
4,0,26,None,12,0
1,19,19,None,19,0
1,54,54,None,54,0
2,0,53,None,52,1
1,0,10,None,10,0
1,0,2,None,1,1
1,0,2,None,1,1
1,0,2,None,1,1
1,694,371,non-bug,183,188
1,694,371,None,183,188
61,581,1481,None,840,398
1,4923,2,None,1,1
1,41,10,None,10,0
1,161,8,None,4,4
1,161,12,None,6,6
2,332,395,None,395,0
57,581,791,None,395,380
1,121,8,None,4,4
2,141,259,None,27,5
27,544,185,None,109,76
1,295,43,non-bug,38,5
26,544,142,None,71,71
1,231,62,non-bug,54,8
12,20,1129,None,598,531
1,0,5,None,5,0
1,0,2,None,1,1
1,0,2,None,1,1
1,231,8,None,4,4
1,231,58,non-bug,52,6
12,20,1129,None,598,531
1,4825,1,None,0,1
6,12,1614,None,1614,0
1,0,4,None,2,2
1,103,2,None,0,0
1,0,2,None,1,1
1,0,2,None,1,1
1,103,2,None,0,0
1,4412,3,None,3,0
50,26,4403,None,3121,1255
1,1166,9,None,8,1
1,0,4,None,2,2
1,0,2,None,1,1
1,0,2,None,1,1
1,0,11,None,11,0
3,647,221,None,125,96
3,647,221,None,125,96
2,856,142,None,142,0
1,4265,3,None,2,1
1,4265,3,None,2,1
6,12,218,None,185,33
1,0,3,non-bug,2,1
1,4283,63,None,61,2
1,0,22,None,16,6
1,1041,7,None,3,4
3,44,373,None,194,179
2,90,1325,None,715,610
36,828,344,None,293,51
1,842,19,None,18,1
1,1024,4,None,2,2
2,825,66,None,66,0
3,561,571,non-bug,482,62
1,561,12,None,6,6
2,4169,71,None,44,0
1,561,220,None,211,9
1,359,300,None,237,63
1,543,217,non-bug,208,9
1,543,56,None,34,22
3,50,1137,None,593,544
1,4126,1525,None,887,638
4,26,256,None,205,51
1,531,199,non-bug,193,6
2,968,155,None,126,29
3,26,142,None,133,9
1,3744,85,None,53,32
1,930,16,None,12,4
1,3723,13,None,7,6
2,968,155,None,126,29
1,1042,23,None,19,4
1,1027,22,None,18,4
1,4045,15,None,4,11
2,1013,1441,None,1437,4
2,48,52,None,52,0
2,48,52,None,52,0
1,3722,94,None,92,2
1,3722,94,None,92,2
1,0,2,None,1,1
1,0,21,None,21,0
1,0,2,None,1,1
1,0,2,None,1,1
1,0,2,None,1,1
4,887,298,None,148,132
4,887,298,None,148,132
6,581,219,None,140,75
1,0,3,None,2,1
1,0,4,non-bug,0,0
1,739,24,None,12,12
1,739,28,None,14,14
1,0,1,None,1,0
3,581,98,None,83,15
1,403,63,None,29,34
2,408,422,None,422,0
1,693,234,None,154,80
46,344,1836,None,932,828
1,694,67,None,66,1
1,629,34,None,1,33
1,661,34,None,33,1
1,408,31,None,15,16
1,409,53,None,34,19
1,0,5,None,5,0
1,278,85,None,48,37
30,344,210,None,78,78
1,3750,46,None,46,0
6,368,1463,None,749,692
20,344,33,None,9,24
2,647,24,None,14,10
1,0,2,None,1,1
1,95,69,non-bug,43,26
1,95,69,non-bug,43,26
1,0,2,None,1,1
2,78,82,non-bug,37,45
2,78,82,non-bug,37,45
2,4416,34,None,17,17
2,199,104,None,104,0
4,106,14,non-bug,7,7
1,4416,2,non-bug,1,1
1,0,59,None,17,42
1,0,4,None,4,0
1,4416,30,None,30,0
1,0,44,None,38,6
53,73,3527,None,3099,398
2,200,13,None,11,2
1,0,11,None,11,0
1,0,2,None,1,1
6,0,12,None,6,6
6,0,12,None,6,6
5,106,181,None,166,15
1,108,2,non-bug,1,1
5,106,70,None,48,22
2,100,125,None,125,0
1,0,2,None,1,1
3,344,275,None,266,9
3,344,19,None,6,13
1,264,264,None,264,0
4,101,491,None,491,0
1,109,3,None,2,1
2,128,415,None,390,25
1,4386,9,None,0,9
2,128,6,None,3,3
2,128,214,None,214,0
1,4309,85,None,83,2
1,4228,129,None,104,25
1,101,15,None,15,0
2,249,445,None,201,244
2,101,125,None,125,0
2,180,124,None,110,14
2,249,445,None,201,244
27,73,543,None,467,72
1,4149,246,non-bug,71,175
30,73,832,None,755,73
1,394,42,None,20,22
1,264,17,None,12,5
22,80,157,non-bug,83,70
3,267,319,None,318,1
1,311,10,non-bug,5,5
1,4234,13,None,3,10
1,311,23,None,9,14
2,396,423,None,420,3
1,316,68,None,47,21
2,290,22,None,5,17
1,249,105,None,58,47
3,295,359,None,329,3
1,238,23,non-bug,17,6
1,4214,32,None,30,2
1,4186,16,None,9,7
2,227,83,None,58,25
1,227,72,None,39,33
1,257,257,None,257,0
1,73,20,None,20,0
3,95,110,None,110,0
5,122,22,non-bug,9,9
7,178,54,None,27,27
5,88,16,non-bug,8,8
11,80,65,non-bug,39,26
2,85,0,None,0,0
3,267,2,None,1,1
3,267,2,None,1,1
1,39,10,None,10,0
2,85,156,None,88,68
1,94,94,None,94,0
1,267,4,None,2,2
1,267,6,None,6,0
3,261,52,None,51,1
1,261,83,None,65,18
3,73,126,None,126,0
2,197,256,None,256,0
1,96,2,non-bug,1,1
1,96,2,non-bug,1,1
1,0,2,None,1,1
1,214,53,None,48,5
14,253,963,None,847,90
1,4210,59,None,59,0
14,253,963,None,847,90
1,4191,9,None,9,0
14,253,964,None,843,95
1,4053,40,None,40,0
1,0,7,None,7,0
1,0,2,None,1,1
1,0,2,None,1,1
1,253,253,None,253,0
2,167,192,None,192,0
6,368,267,None,207,34
4,355,109,None,64,45
1,4126,133,None,123,10
2,167,218,None,208,10
1,253,253,bug,253,0
1,73,3,None,0,3
2,76,58,None,58,0
1,61,5,None,5,0
1,56,56,bug,56,0
1,171,16,non-bug,7,9
1,197,18,None,9,9
1,4126,133,None,123,10
1,375,2,None,0,2
2,147,23,non-bug,23,0
2,127,44,None,14,30
1,378,8,None,6,2
2,103,55,non-bug,48,2
1,102,1,non-bug,0,0
1,185,44,None,25,19
35,97,3561,None,2401,541
2,354,57,non-bug,37,20
1,173,14,None,7,7
35,97,3517,None,2382,516
35,97,3517,None,2382,516
1,197,1,None,1,0
34,97,3355,None,2242,516
1,311,36,None,35,1
1,277,68,non-bug,45,23
35,97,3621,None,2361,662
1,0,13,None,13,0
1,0,2,None,1,1
1,0,2,None,1,1
1,0,2,None,1,1
4,345,81,None,51,30
2,243,12,None,6,6
3,345,69,None,45,24
7,188,754,None,537,6
7,188,754,None,537,6
1,101,79,non-bug,0,0
1,101,79,non-bug,0,0
2,140,234,None,140,0
6,27,581,None,462,119
3,53,133,non-bug,106,27
5,92,907,None,573,200
1,227,46,None,42,4
1,620,657,None,481,176
3,92,244,None,89,21
1,0,134,None,0,0
3,53,95,None,70,25
1,52,10,non-bug,7,3
19,97,907,non-bug,547,185
1,110,24,None,20,4
2,92,92,None,72,20
14,106,834,None,499,160
2,210,61,None,24,1
7,329,214,None,83,129
1,53,10,non-bug,7,3
1,0,116,None,0,0
9,48,449,None,293,156
3,106,143,None,143,0
3,329,103,None,82,0
1,97,41,None,32,9
4,136,20,None,10,10
1,94,5,non-bug,4,1
1,92,3,non-bug,1,2
1,93,70,None,33,37
2,97,104,None,79,25
4,136,20,None,10,10
4,185,109,None,64,45
1,0,2,None,1,1
3,0,16,None,11,5
1,243,3,None,0,3
5,27,219,None,201,18
1,135,82,None,82,0
2,53,83,None,45,38
5,12,310,None,192,118
4,349,194,None,152,22
1,196,80,None,76,4
1,124,67,None,22,45
2,140,234,None,140,0
1,97,41,None,32,9
3,329,103,None,82,0
1,173,173,None,173,0
1,147,147,None,147,0
1,94,0,None,0,0
1,0,10,non-bug,0,0
1,140,8,non-bug,4,4
1,140,3,None,2,1
2,139,79,non-bug,65,9
1,0,89,None,0,0
1,83,83,None,83,0
1,0,7,None,5,2
1,0,46,None,19,27
1,0,12,None,12,0
1,0,2,None,1,1
1,0,2,None,1,1
1,0,2,None,1,1
2,3986,199,None,0,193
15,308,1452,None,1153,4
1,0,31,non-bug,0,0
1,143,3,None,2,1
1,54,2,None,1,1
2,142,12,None,9,3
2,4179,402,None,255,3
1,0,77,None,0,0
8,49,185,None,146,39
5,308,126,None,9,70
3,97,98,None,39,59
11,50,97,None,49,48
2,60,20,None,17,3
15,102,1044,None,1043,1
1,0,2,None,1,1
1,0,2,None,1,1
1,0,4,None,4,0
4,227,231,None,216,15
4,227,231,None,216,15
1,620,216,None,159,57
1,518,529,None,366,163
1,92,45,None,43,2
6,51,34,None,27,7
1,0,2,None,1,1
1,0,2,None,1,1
1,0,2,non-bug,1,1
1,0,2,None,1,1
2,124,148,None,148,0
2,124,148,None,148,0
1,0,14,None,14,0
6,97,1396,None,914,221
1,0,1,None,1,0
2,0,34,None,29,5
2,0,4,None,2,2
6,0,152,None,72,80
1,99,4,None,1,3
1,644,98,None,95,3
1,644,11,non-bug,11,0
5,97,491,None,384,94
1,3833,14,None,7,7
1,3833,119,non-bug,110,9
5,97,374,None,275,86
1,350,39,None,38,1
1,350,39,None,38,1
2,314,29,None,15,14
4,313,801,None,664,137
1,307,181,None,181,0
1,0,31,None,0,0
2,306,125,None,35,37
2,308,213,None,7,103
1,404,404,None,404,0
4,313,798,None,664,134
2,286,130,None,9,12
4,313,812,None,418,141
2,18,20,None,19,1
2,126,35,None,20,15
1,289,41,None,40,1
10,647,531,None,406,119
2,518,342,None,255,87
1,250,32,non-bug,23,9
1,0,253,None,0,0
2,124,46,None,19,27
3,313,486,None,349,137
10,647,531,None,406,119
1,340,12,None,12,0
4,647,20,None,7,13
4,647,20,None,7,13
1,0,255,None,152,103
1,0,4,None,2,2
1,0,139,non-bug,82,57
1,121,25,None,24,1
3,141,195,None,189,0
1,0,27,None,11,16
1,328,36,None,34,2
1,0,4,None,4,0
1,0,103,None,44,59
1,0,6,None,3,3
1,0,41,None,40,1
1,121,2,non-bug,1,1
1,121,23,None,23,0
3,0,9,non-bug,6,3
2,350,213,None,124,89
1,0,7,None,2,5
1,0,4,None,2,2
4,0,12,None,6,6
1,0,1,None,0,1
1,0,6,None,0,0
1,3562,48,None,48,0
1,141,141,None,141,0
1,633,17,non-bug,10,7
1,630,80,non-bug,79,1
1,328,2,None,1,1
2,76,49,None,5,44
2,101,4,None,2,2
4,48,58,None,44,14
2,48,29,None,28,1
5,102,137,None,129,8
12,71,180,None,180,0
4,35,145,None,123,22
1,32,5,None,5,0
1,34,34,None,34,0
1,328,1,None,1,0
1,327,33,None,32,1
1,132,55,None,23,32
1,3538,11,None,11,0
1,3527,1,None,1,0
2,141,36,None,22,14
1,145,145,None,145,0
2,61,92,None,92,0
1,0,6,None,6,0
2,0,13,None,8,5
2,0,15,None,8,7
1,0,4,None,3,1
13,56,539,None,513,26
1,3514,31,None,31,0
1,61,61,None,61,0
1,0,4,None,4,0
1,3483,17,None,15,2
1,3483,17,None,15,2
2,3470,93,None,75,18
1,3470,64,None,53,11
1,0,32,None,20,12
1,3428,9,None,8,1
1,0,16,None,13,3
1,0,2,None,1,1
4,58,43,None,22,21
3,0,33,None,17,16
1,58,10,None,5,5
1,0,15,None,15,0
1,3421,6,None,4,2
1,3421,6,None,4,2
4,0,4,None,4,0
4,0,4,None,4,0
5,3419,229,None,99,113
5,3419,229,None,99,113
1,0,48,None,20,28
1,0,48,None,20,28
1,26,2,None,1,1
11,58,177,None,110,67
5,0,50,None,49,1
1,0,8,None,8,0
1,0,2,None,1,1
11,58,177,None,110,67
5,0,50,None,49,1
13,124,684,None,390,235
5,297,27,None,18,6
1,3396,4,None,2,2
13,124,653,None,370,227
4,581,291,None,290,1
3,175,10,None,7,3
1,0,2,None,1,1
3,175,278,None,23,255
4,581,517,None,517,0
2,200,223,None,223,0
1,278,294,None,0,294
3,79,137,None,119,9
2,135,214,None,156,58
2,135,193,None,136,57
1,3209,35,None,27,8
2,113,138,None,138,0
2,113,138,None,138,0
2,281,332,None,309,23
1,572,15,None,15,0
2,169,86,None,64,22
1,159,58,None,36,22
4,581,720,None,720,0
1,281,1,None,0,1
3,282,217,None,77,140
1,279,30,None,20,10
1,113,4,None,0,4
1,117,60,None,16,44
1,145,66,None,65,1
1,3183,23,None,23,0
1,81,81,None,81,0
1,0,15,None,14,1
3,79,159,None,120,30
1,3179,35,None,27,8
1,3163,45,None,24,21
1,200,84,None,83,1
1,118,118,None,118,0
5,3222,211,None,87,116
2,269,385,None,282,103
11,567,1059,None,999,38
1,0,2,None,1,1
1,0,9,None,9,0
2,378,399,None,399,0
1,378,42,None,37,5
1,346,107,None,93,14
2,267,288,None,288,0
1,122,17,non-bug,16,1
1,122,17,non-bug,16,1
1,267,6,None,3,3
1,3160,21,None,21,0
1,267,267,None,267,0
1,0,8,None,8,0
3,567,275,None,265,0
1,0,8,None,8,0
3,567,275,None,265,0
2,2888,148,None,136,0
2,2888,148,None,136,0
1,2987,51,None,36,15
2,31,171,None,163,8
3,567,239,None,228,0
1,2752,19,None,17,2
2,31,156,None,148,8
1,0,3,None,1,2
1,0,3,None,1,2
1,552,28,None,2,26
1,2724,58,None,58,0
2,66,104,None,104,0
1,552,28,None,2,26
1,0,26,non-bug,13,13
1,0,2,None,1,1
1,0,6,None,6,0
3,80,131,None,88,4
1,2628,4,None,4,0
1,0,3,None,0,0
1,0,2,None,0,0
2,2624,252,None,32,191
2,2783,295,None,236,2
1,80,9,None,7,2
5,553,235,None,197,22
3,298,228,None,193,19
1,553,3,None,1,2
1,0,4,None,3,1
6,2457,84,None,58,26
5,0,47,None,40,7
1,2457,37,non-bug,18,19
1,143,39,None,4,35
1,143,39,None,4,35
1,0,11,None,11,0
1,0,2,None,1,1
1,0,2,None,1,1
6,554,266,None,261,5
4,157,241,None,238,3
1,0,17,None,17,0
1,554,8,non-bug,6,2
2,174,205,None,205,0
1,2421,57,None,57,0
1,174,2,None,1,1
1,174,34,None,34,0
1,2395,1,non-bug,1,0
2,140,35,None,33,2
1,139,139,None,139,0
1,2406,57,None,57,0
2,0,18,None,16,2
2,107,122,non-bug,122,0
2,107,122,None,122,0
1,0,8,None,8,0
1,0,10,None,8,2
1,0,2,None,1,1
1,0,2,None,1,1
1,0,161,None,161,0
1,0,161,None,161,0
1,0,13,None,13,0
1,0,4,None,2,2
1,0,20,None,20,0
1,0,26,None,26,0
1,0,10,None,8,2
1,0,21,None,21,0
1,0,30,None,24,6
3,300,82,None,78,4
5,814,437,non-bug,221,216
1,814,6,None,4,2
3,96,360,None,178,182
1,2349,71,None,39,32
12,31,699,None,119,341
2,0,57,None,47,10
1,0,1,None,0,1
3,0,504,None,497,7
3,0,287,None,287,0
1,0,5,None,5,0
5,0,802,None,0,802
3,31,481,None,2,240
5,650,17,None,6,11
1,0,2,None,1,1
5,650,17,None,6,11
1,0,2,None,1,1
1,300,11,None,11,0
1,289,42,None,42,0
1,247,52,None,36,16
1,227,55,None,33,22
1,0,2,None,1,1
1,0,2,None,1,1
6,650,125,None,96,29
2,0,100,None,29,71
4,0,44,None,42,2
3,0,51,None,45,6
1,650,18,non-bug,13,5
1,0,24,None,23,1
1,0,281,None,144,137
1,0,281,non-bug,144,137
1,0,2,None,1,1
1,0,16,None,15,1
1,0,2,None,1,1
1,0,63,None,63,0
4,27,1170,non-bug,535,635
4,27,1170,non-bug,535,635
1,0,2,None,1,1
1,0,2,None,1,1
1,0,2,None,1,1
1,0,2,None,1,1
1,0,31,None,31,0
1,0,16,None,16,0
1,0,4,None,2,2
1,0,2,None,1,1
1,0,15,None,5,10
2,0,15,None,7,8
1,0,6,None,2,4
6,0,20,None,10,10
1,0,2,None,1,1
1,0,2,None,1,1
1,0,12,None,6,6
1,0,2,None,1,1
1,0,4,None,2,2
1,0,9,None,9,0
42,22,2002,None,313,1354
4,225,8,non-bug,4,4
12,814,177,None,8,169
1,2428,2,non-bug,1,1
37,22,270,None,133,133
2,0,335,None,0,0
1,0,6,None,3,3
26,642,1212,None,166,1046
3,0,236,None,234,2
3,0,236,None,234,2
2,331,346,None,346,0
1,2343,4,None,2,2
1,331,9,None,8,1
3,640,175,None,170,5
2,100,143,None,143,0
1,324,87,None,81,6
1,2410,4,None,4,0
16,22,641,None,628,13
9,22,549,None,535,14
4,0,12,None,7,5
4,22,498,None,489,9
1,2367,39,None,39,0
1,249,39,None,20,19
2,248,263,None,263,0
2,100,38,None,37,1
5,2328,71,None,66,5
4,0,63,None,62,1
1,2328,8,None,4,4
6,0,16,None,15,1
1,0,3,None,3,0
5,0,13,None,12,1
5,225,23,non-bug,21,2
3,225,20,non-bug,19,1
1,0,1,None,1,0
1,0,2,None,1,1
1,126,5,None,2,3
3,640,176,None,171,5
2,84,103,None,103,0
51,550,1605,None,893,712
23,39,511,None,88,86
21,550,142,None,87,55
48,556,1730,None,770,623
19,556,635,None,491,144
19,556,635,None,491,144
4,0,227,None,226,1
1,0,6,None,3,3
4,0,227,None,226,1
1,0,4,None,2,2
52,270,915,None,573,342
4,270,12,None,6,6
19,270,258,None,129,129
1,2217,76,None,76,0
1,2141,30,None,30,0
52,270,539,None,332,207
5,270,53,None,29,24
5,270,53,None,29,24
1,2110,9,None,0,9
1,2119,88,None,31,57
1,2119,88,None,31,57
1,0,16,None,8,8
1,0,2,None,1,1
1,0,8,None,6,2
1,0,23,None,22,1
1,0,7,None,7,0
1,0,2,None,2,0
1,0,14,None,12,2
1,0,2,None,1,1
1,0,12,None,12,0
1,0,12,None,12,0
1,0,17,None,17,0
4,2145,158,None,148,10
3,129,139,None,138,1
1,2145,19,None,10,9
51,27,1585,None,1344,241
3,0,72,None,72,0
45,27,679,None,679,0
2,200,207,None,207,0
2,245,252,None,252,0
5,2129,350,None,109,241
5,5,25,None,25,0
45,12,9239,None,4589,4650
31,2331,4720,None,2384,2336
33,12,6194,None,2997,3197
31,46,629,None,358,271
1,0,4,None,4,0
41,107,9785,bug,9785,0
3,0,43,None,12,31
18,0,1036,None,1036,0
1,0,4,non-bug,2,2
1,0,14,None,14,0
1,0,3,None,2,1
1,0,23,non-bug,20,3
1,0,21,None,14,7
2,0,27,None,13,14
1,0,9,None,9,0
2,0,26,None,10,16
4,0,27,None,14,13
1,0,1,None,1,0
2,0,11,None,6,5
1,0,6,None,3,3
6,0,103,None,79,24
2,0,13,None,11,2
5,0,190,None,95,95
4,0,21,None,15,6
1,0,2,None,1,1
1,0,2,None,1,1
1,0,2,None,1,1
1,0,20,None,10,10
1,0,20,None,10,10
15,0,250,None,0,250
1,0,20,None,9,11
1,0,2,non-bug,1,1
1,0,6,None,5,1
1,0,1,None,0,1
2,0,35,None,19,16
5,0,56,None,36,20
19,39,396,None,306,90
1,9813,4,None,3,1
1,748,5,non-bug,4,1
